store_id,name_salon,slncatch,star,review,pop_score,price,seats,address,access,link_detail
slnH000297094,couleur 【クルール】,当日予約可能◎/ダメージレスで綺麗に染まるカラー/豊富な種類のトリートメントでツヤ感UP【金沢/田上】,4.78,26.0,15.754100219500694,4860.0,13.0,石川県金沢市田上さくら３丁目１３番地,【田上】山側環状道路沿いカーマホームセンター近く,https://beauty.hotpepper.jp/slnH000297094/
slnH000495223,eto,カミカリスマ’23’24’25受賞 ヘアコンテスト’22‘23‘24受賞「より自分らしさを楽しむ」ヘアスタイルに,4.97,83.0,22.021159490251268,6600.0,8.0,石川県金沢市高岡町22-5,金沢駅から徒歩18分,https://beauty.hotpepper.jp/slnH000495223/
slnH000410794,Cross 【クロス】,メンズを得意としたスタッフによる、365日カッコよく笑顔になれるサロン！,4.67,13.0,12.324397729303257,3850.0,3.0,石川県金沢市もりの里１-49,山側環状沿い/ユニクロ近く,https://beauty.hotpepper.jp/slnH000410794/
slnH000253389,ａｌａｍａｎａ,お客様の人生【ａｌａ(道)】に僕達からの精一杯の想い【ｍａｎａ(魂・心)】が届きますように・・・mahalo,4.97,77.0,21.65284286864727,5000.0,3.0,石川県金沢市長町１丁目１－６１丸和ビル２Ｆ,香林坊　せせらぎ通り　エクセル東急ホテル・東急スクエア裏,https://beauty.hotpepper.jp/slnH000253389/
slnH000646964,like better,カットと抜け感のあるパーマ、柔らかいハイトーンカラーが得意。あなたらしさを引き出すデザインサロン,4.84,31.0,16.774161769550677,5500.0,5.0,石川県金沢市片町１丁目１２－２６サイマルビル２F,片町きららから徒歩３分、竪町ストリート沿い,https://beauty.hotpepper.jp/slnH000646964/
slnH000485232,MAEDA hair salon,【兼六園近く/駐車場有り】実力派スタイリストがマンツーマンで施術!アットホームなプライベートサロン☆,5.0,13.0,13.195286648076292,3600.0,3.0,石川県金沢市兼六元町3ー2,北鉄バス《兼六園下・金沢城》から徒歩２分,https://beauty.hotpepper.jp/slnH000485232/
slnH000326448,hair&make SNIP【スニップ】,【杜の里】［20周年］幅広い世代に支持される☆青い看板が目印のアットホームサロン♪,4.97,140.0,24.595336655179494,3900.0,6.0,石川県金沢市もりの里１丁目１９２,イオン杜の里近く　北陸銀行さん隣り,https://beauty.hotpepper.jp/slnH000326448/
slnH000714346,Hair salon TANAKA,【8月上旬NEW OPEN予定】働くママ・子育て女性の日常的な美のサポート！子供と一緒にオシャレを楽しめる◇,5.0,2.0,5.493061443340549,,,石川県金沢市中央通町２－８,金沢駅から車で8分,https://beauty.hotpepper.jp/slnH000714346/
slnH000371544,seata,KAMIU  2023  金沢エリアで【最も高評価率の高いサロン】受賞,4.85,69.0,20.60520192393939,4800.0,3.0,石川県金沢市田上の里２-１３０番地,イオン 金沢杜の里店から徒歩5分,https://beauty.hotpepper.jp/slnH000371544/
slnH000584270,so-Life　【ソーライフ】,【小立野】デザインカラー・ショートが得意◎似合うとなりたいを実現してくれるサロン”so-Life”☆,4.6,46.0,17.71067896786627,4840.0,4.0,石川県金沢市小立野４－１８－２０,天徳院前のバス停すぐ,https://beauty.hotpepper.jp/slnH000584270/
slnH000369227,Lamp hair,☆お客様とスタッフの笑顔が溢れるLamp hair☆【クスリのアオキ鈴見店様向かい】,5.0,11.0,12.424533248940001,3300.0,3.0,石川県金沢市もりの里３-１６３,クスリのアオキ鈴見店様向かい,https://beauty.hotpepper.jp/slnH000369227/
slnH000246155,K A T Z H A I R,☆キャリア10年以上多数在籍のプロフェッショナルサロン☆,5.0,27.0,16.66102255087602,5200.0,12.0,石川県金沢市池田町三番丁２７　２Ｆ,21世紀美術館から徒歩5分//タテマチストリート隣接//片町キララ徒歩3分,https://beauty.hotpepper.jp/slnH000246155/
slnH000643359,ヘアエクステ専門店coco extension香林坊店,シールエクステ専門店】最高級人毛エクステ取扱い♪金沢市（広坂香林坊エリア）シールエクステ専門サロン,5.0,4.0,8.047189562170502,4400.0,,石川県金沢市広坂１－１－５０ステアーズイン広坂３F,香林坊、金沢21世紀美術館、兼六園近く[/シールエクステ//ハイライト/ブリーチ],https://beauty.hotpepper.jp/slnH000643359/
slnH000719250,カラー＆ヘッドスパ専門店 E’CLAT【エクラ】,【もりのさと】白髪ぼかしとヘッドスパで若見えを実現！大人女性のための癒し空間で至福のひとときを♪,5.0,3.0,6.931471805599453,,1.0,石川県金沢市田上の里２丁目２－５８アクティブリーフ１棟１０１,田上町北交差点近く（最寄りのバス山環田上/北陸鉄道バス田上さくら　徒歩10分程）,https://beauty.hotpepper.jp/slnH000719250/
slnH000320025,hair dresser's Mum 【マム】,【口コミ高評価サロン★】扱いやすい♪再現性の高いカット・白髪染めが大人女性に大人気◎[金沢/白髪染め],4.73,391.0,28.24406850220889,4950.0,4.0,石川県金沢市茨木町５６－３ 鞍月舎１－D,片町近く、鞍月舎1階　[白髪染め/白髪ぼかし/ハイライト/ヘッドスパ/メンズカット],https://beauty.hotpepper.jp/slnH000320025/
slnH000189364,6 ETHAN BARBER PROJECT,”当日予約可能”　プライベート空間でより深く、一人一人に合ったスタイルを提案します。,4.67,5.0,8.367516721295017,5500.0,3.0,石川県金沢市長町２-3-12,野町駅／香林坊バス停から徒歩5分,https://beauty.hotpepper.jp/slnH000189364/
slnH000236834,mod's hair 金沢店 【モッズ・ヘア】,《☆口コミ平均評価4.8経験豊富な実力派揃い》本日！◎空きアリ◎世界が認めたダメージ補修力OLAPLEX導入,4.94,69.0,20.987566495723836,5500.0,10.0,石川県金沢市片町１－３－１５ 砂場ビル２Ｆ,片町バス停 徒歩3分/マクドナルド、時蔵さん隣【金沢・片町】,https://beauty.hotpepper.jp/slnH000236834/
slnH000221996,Ｐｅｔｉｔ　Ｐａｓ,「話しやすく相談しやすい」とリピート率◎口コミ平均4.8＊人目を気にせずリラックスできる貸し切りサロン,4.85,23.0,15.413561077187536,4400.0,1.0,石川県金沢市幸町2-2　幸町スカイハイツ1Ｆ,鱗町交差点すぐそば,https://beauty.hotpepper.jp/slnH000221996/
slnH000474784,とこtoco,【田上町メンズ】金沢／理容室／メンズ／スパイラルパーマ／ツイストパーマ／カラー/メッシュ／学割U24,4.0,13.0,10.556229318461034,3300.0,5.0,石川県金沢市田上町神４１,山側環状　田上交差点  太陽が丘 湯涌方面に50メートルほど左側,https://beauty.hotpepper.jp/slnH000474784/
slnH000622909,Alter,”自分らしさ”が見つかるお客様に寄り添った提案＆技術,4.96,181.0,25.811873167900902,5000.0,4.0,石川県金沢市里見町４２－９　里見町apartment１０１,片町きららから徒歩5分,https://beauty.hotpepper.jp/slnH000622909/
slnH000497547,set salon HEADZ【セットサロン　ヘッズ】,★金沢唯一ヘアセット専門店★【最短10分仕上】￥1500～専門店の技術とスピードに感動！ペア割クーポン好評!,4.66,60.0,19.15667220704763,1500.0,6.0,石川県金沢市片町１-12-18,竪町ストリートをマクドナルド側から入り、１つ目の交差点右すぐ(スタッフ募集中),https://beauty.hotpepper.jp/slnH000497547/
slnH000324032,ヘアセットサロンEdge,卒業式、入学式のご予約まだまだ受け付けております♪,5.0,8.0,10.986122886681098,,5.0,石川県金沢市大工町30-1　高木ビル１F,片町スクランブルより徒歩3分／金沢駅より北鉄バス15分／,https://beauty.hotpepper.jp/slnH000324032/
slnH000399296,みどり美粧院,店長のマンツーマン施術で丁寧な仕上がりに☆2025年成人式、卒業式のヘアメイク、着付けのご予約承り中！,4.88,31.0,16.912791205662664,4400.0,5.0,石川県金沢市高岡町10-4,【南町バス停徒歩1分】金沢駅・香林坊からのアクセスも◎,https://beauty.hotpepper.jp/slnH000399296/
slnH000638247,メンズサロン　 an-ciel【アンシェル】,【香林坊メンズサロン★5月15日当日予約OK】金沢満足度No.1スパイキーショート、スペインカールはお任せ★,4.97,36.0,17.946262025841794,4950.0,9.0,石川県金沢市広坂１丁目１-５０　ステアーズイン広坂３F,"香林坊バス停より徒歩5分,大人気スパイキーショート,スペインカール,フェザーショート",https://beauty.hotpepper.jp/slnH000638247/
slnH000702243,hauto【ハウト】,金沢ではまだ数少ない頭浸浴導入◎くつろげるリラックス空間＜ケア×デザイン◎＞,4.97,31.0,17.224707436914642,5500.0,2.0,石川県金沢市三口新町１-５-１メゾン・アグリーアップル１FB,片町スクランブルから車で10分,https://beauty.hotpepper.jp/slnH000702243/
slnH000444708,Ｂｌｏｏｍ　ｂｅａｕｔｙ　ｂａｒ　【ブルーム ビューティー バー】,【 必見 】初回限定で【 8周年記念★半額祭！】を実施中☆広々と個室の高技術プライベート空間サロン＊,4.5,14.0,12.186225904959946,8250.0,2.0,石川県金沢市長町２-５-４　１０ミニッツウォークビル１Ｆ,金沢/長町【初回50%OFF！高技術】    片町/竪町/香林坊/武蔵/南町/長土塀/金沢市/東京,https://beauty.hotpepper.jp/slnH000444708/
slnH000443905,Hair make egg by 246【ヘアメイク エッグ】,【カラー特化サロン】海外経験ありスタイリスト在籍/丁寧カウンセリングと艶感カラー、インナーカラー◎,4.6,125.0,22.246896771976797,4400.0,4.0,石川県金沢市桜町19-19,【杜の里近く】鈴見交差点・浅野川そば,https://beauty.hotpepper.jp/slnH000443905/
slnH000213560,beauriche,カラー剤を頭皮につけないゼロテクカラーで輝く美髪　韓国式肌管理ララピールエステ,5.0,2.0,5.493061443340549,5280.0,4.0,石川県金沢市高岡町２２-１２,駅近/南町バス停から徒歩3分//玉川図書館 せせらぎ通り　周辺,https://beauty.hotpepper.jp/slnH000213560/
slnH000537923,SAMSON＆DELILA　JL,‘髪質改善＆なりたい髪質に‘カラーやストレートと一緒に出来る髪質改善メニュー！唯一の髪質改善が強味！,4.67,22.0,14.642757988389128,5000.0,6.0,石川県金沢市若松町２丁目18,イオンもりの里店から車で2分,https://beauty.hotpepper.jp/slnH000537923/
slnH000692049,Ｃａｆｕｎｅ’金沢【カフネ】　髪質改善＆韓国へア特化サロン,＊育休のため2024.11までお休みします。11月以降のご予約は「@keb1062l」までLINEをお送りください。,5.0,6.0,9.729550745276565,5000.0,1.0,石川県金沢市田上の里２-１３０,イオン 金沢杜の里店から徒歩5分,https://beauty.hotpepper.jp/slnH000692049/
slnH000135769,RED　CUBE,職人スタイリストが骨格・髪質に合わせた美しいフォルムデザインをつくります！,5.0,21.0,15.45521226679158,4320.0,2.0,石川県金沢市田上本町３丁目76番,田上ローソン近く,https://beauty.hotpepper.jp/slnH000135769/
slnH000445799,hairsalon midi,ショートヘア専門店　ヘアサロンミディ,5.0,2.0,5.493061443340549,4800.0,2.0,石川県金沢市尾張町２丁目8-18,金沢駅から車で10分,https://beauty.hotpepper.jp/slnH000445799/
slnH000420503,hair design kigou【キゴウ】,田上本町/全てのメニューに炭酸泉込み♪忙しい朝のセットも楽になるスタイルを提案！,4.5,26.0,14.831265897019481,5280.0,3.0,石川県金沢市田上本町３丁目80番地1ＴＫ7（ＴＡＧＡＭＩマンションＡ）Ｄ号室,田上本町北交差点そば,https://beauty.hotpepper.jp/slnH000420503/
slnH000523700,Eimmy,口コミ平均オール5  リピート率の高いサロン　ご予約dm.telからもお問い合わせください,5.0,3.0,6.931471805599453,5500.0,2.0,石川県金沢市田上本町３丁目185,もりのさと朝霧台田上方面　最寄りバス停田上一丁目から徒歩１分/加賀田上から徒歩2分,https://beauty.hotpepper.jp/slnH000523700/
